AJSJ 3307
 1.00000     0.00000
 0.90525     0.01055
 0.82677     0.01944
 0.76187     0.02694
 0.70783     0.03328
 0.66194     0.03873
 0.62148     0.04353
 0.58376     0.04794
 0.54625     0.05218
 0.50819     0.05621
 0.46970     0.05987
 0.43093     0.06300
 0.39200     0.06544
 0.35306     0.06702
 0.31424     0.06758
 0.27568     0.06695
 0.23775     0.06514
 0.20101     0.06227
 0.16606     0.05850
 0.13348     0.05397
 0.10385     0.04882
 0.07777     0.04319
 0.05580     0.03724
 0.03821     0.03111
 0.02460     0.02497
 0.01450     0.01899
 0.00746     0.01334
 0.00301     0.00818
 0.00067     0.00367
 0.00000     0.00000
 0.00139    -0.00358
 0.00566    -0.00769
 0.01294    -0.01199
 0.02337    -0.01614
 0.03709    -0.01981
 0.05422    -0.02265
 0.07491    -0.02433
 0.09923    -0.02456
 0.12686    -0.02344
 0.15722    -0.02128
 0.18975    -0.01839
 0.22389    -0.01509
 0.25906    -0.01168
 0.29470    -0.00848
 0.33027    -0.00580
 0.36556    -0.00372
 0.40075    -0.00213
 0.43601    -0.00089
 0.47152     0.00010
 0.50746     0.00100
 0.54402     0.00191
 0.58136     0.00297
 0.62029     0.00417
 0.66272     0.00528
 0.71074     0.00603
 0.76640     0.00614
 0.83179     0.00536
 0.90896     0.00340
 1.00000     0.00000
