AJSJ 2310
 1.00000     0.00000
 0.90662     0.01155
 0.82981     0.02118
 0.76664     0.02922
 0.71420     0.03601
 0.66958     0.04189
 0.62987     0.04718
 0.59214     0.05222
 0.55372     0.05731
 0.51395     0.06240
 0.47323     0.06724
 0.43196     0.07159
 0.39054     0.07522
 0.34938     0.07789
 0.30887     0.07936
 0.26941     0.07939
 0.23141     0.07795
 0.19526     0.07517
 0.16135     0.07120
 0.13007     0.06617
 0.10181     0.06024
 0.07698     0.05355
 0.05595     0.04625
 0.03888     0.03853
 0.02546     0.03067
 0.01530     0.02300
 0.00805     0.01579
 0.00333     0.00935
 0.00077     0.00399
 0.00000     0.00000
 0.00109    -0.00350
 0.00455    -0.00744
 0.01066    -0.01157
 0.01967    -0.01567
 0.03187    -0.01949
 0.04752    -0.02280
 0.06690    -0.02536
 0.09022    -0.02695
 0.11715    -0.02761
 0.14709    -0.02747
 0.17942    -0.02666
 0.21353    -0.02535
 0.24882    -0.02365
 0.28468    -0.02172
 0.32052    -0.01970
 0.35609    -0.01765
 0.39149    -0.01557
 0.42686    -0.01347
 0.46230    -0.01132
 0.49794    -0.00914
 0.53390    -0.00692
 0.57031    -0.00466
 0.60805    -0.00240
 0.64948    -0.00035
 0.69710     0.00131
 0.75345     0.00237
 0.82103     0.00263
 0.90238     0.00191
 1.00000     0.00000
