AJSJ 6308 O
 1.00000     0.00000
 0.93976     0.00839
 0.88487     0.01667
 0.83470     0.02479
 0.78865     0.03266
 0.74610     0.04021
 0.70642     0.04738
 0.66901     0.05410
 0.63325     0.06029
 0.59863     0.06597
 0.56470     0.07115
 0.53099     0.07585
 0.49706     0.08011
 0.46243     0.08395
 0.42665     0.08740
 0.38929     0.09047
 0.35048     0.09311
 0.31089     0.09513
 0.27125     0.09639
 0.23227     0.09670
 0.19465     0.09590
 0.15912     0.09383
 0.12639     0.09031
 0.09699     0.08513
 0.07111     0.07795
 0.04892     0.06842
 0.03055     0.05620
 0.01618     0.04096
 0.00594     0.02234
 0.00000     0.00000
 0.00298    -0.00605
 0.01014    -0.00988
 0.02092    -0.01177
 0.03476    -0.01196
 0.05110    -0.01074
 0.06938    -0.00837
 0.08905    -0.00511
 0.10958    -0.00123
 0.13085     0.00305
 0.15291     0.00750
 0.17584     0.01192
 0.19970     0.01609
 0.22455     0.01979
 0.25047     0.02282
 0.27751     0.02496
 0.30586     0.02620
 0.33576     0.02669
 0.36750     0.02661
 0.40132     0.02612
 0.43750     0.02541
 0.47631     0.02463
 0.51801     0.02396
 0.56331     0.02338
 0.61373     0.02253
 0.67093     0.02100
 0.73652     0.01839
 0.81214     0.01429
 0.89942     0.00830
 1.00000     0.00000
