AJSJ 4412 N
 1.00000     0.00000
 0.98089     0.00449
 0.94228     0.01350
 0.89552     0.02431
 0.84622     0.03557
 0.79667     0.04664
 0.74747     0.05729
 0.69896     0.06726
 0.65098     0.07637
 0.60304     0.08460
 0.55537     0.09199
 0.50854     0.09828
 0.46256     0.10321
 0.41721     0.10666
 0.37239     0.10854
 0.32801     0.10875
 0.28383     0.10729
 0.24028     0.10418
 0.19816     0.09944
 0.15870     0.09314
 0.12341     0.08547
 0.09361     0.07677
 0.06966     0.06740
 0.05082     0.05757
 0.03626     0.04781
 0.02518     0.03859
 0.01685     0.03011
 0.01062     0.02240
 0.00600     0.01540
 0.00264     0.00903
 0.00052     0.00311
-0.00003    -0.00250
 0.00086    -0.00803
 0.00381    -0.01315
 0.00881    -0.01733
 0.01546    -0.02064
 0.02381    -0.02335
 0.03436    -0.02559
 0.04811    -0.02740
 0.06683    -0.02872
 0.09326    -0.02942
 0.12933    -0.02921
 0.17331    -0.02791
 0.22130    -0.02571
 0.27099    -0.02285
 0.32127    -0.01954
 0.37159    -0.01585
 0.42167    -0.01174
 0.47156    -0.00716
 0.52109    -0.00210
 0.57021     0.00349
 0.61733     0.00877
 0.66225     0.01233
 0.70705     0.01412
 0.75288     0.01435
 0.79988     0.01329
 0.84783     0.01120
 0.89599     0.00830
 0.94202     0.00495
 0.98057     0.00176
 1.00000     0.00000
