AJSJ 3312
 1.00000     0.00000
 0.90374     0.01724
 0.82399     0.03139
 0.75804     0.04292
 0.70316     0.05227
 0.65661     0.05992
 0.61567     0.06632
 0.57761     0.07193
 0.53989     0.07716
 0.50173     0.08201
 0.46322     0.08626
 0.42446     0.08969
 0.38555     0.09208
 0.34660     0.09322
 0.30771     0.09288
 0.26900     0.09086
 0.23084     0.08717
 0.19386     0.08207
 0.15872     0.07581
 0.12606     0.06868
 0.09653     0.06091
 0.07078     0.05279
 0.04945     0.04456
 0.03280     0.03647
 0.02032     0.02868
 0.01144     0.02135
 0.00555     0.01466
 0.00207     0.00876
 0.00042     0.00382
 0.00000     0.00000
 0.00093    -0.00349
 0.00393    -0.00741
 0.00934    -0.01156
 0.01749    -0.01574
 0.02869    -0.01975
 0.04329    -0.02338
 0.06161    -0.02643
 0.08393    -0.02871
 0.10997    -0.03023
 0.13919    -0.03106
 0.17107    -0.03128
 0.20505    -0.03099
 0.24060    -0.03025
 0.27718    -0.02917
 0.31425    -0.02781
 0.35150    -0.02621
 0.38879    -0.02436
 0.42603    -0.02224
 0.46310    -0.01983
 0.49989    -0.01710
 0.53629    -0.01405
 0.57221    -0.01065
 0.60852    -0.00701
 0.64805    -0.00347
 0.69381    -0.00039
 0.74886     0.00186
 0.81622     0.00292
 0.89892     0.00242
 1.00000     0.00000
