AJSJ 1413
 1.00000     0.00000
 0.90176     0.01065
 0.82108     0.02024
 0.75504     0.02892
 0.70068     0.03682
 0.65507     0.04408
 0.61527     0.05084
 0.57834     0.05724
 0.54155     0.06340
 0.50411     0.06920
 0.46616     0.07442
 0.42790     0.07885
 0.38951     0.08227
 0.35115     0.08445
 0.31300     0.08518
 0.27526     0.08425
 0.23826     0.08166
 0.20250     0.07763
 0.16849     0.07240
 0.13673     0.06620
 0.10773     0.05926
 0.08198     0.05182
 0.06000     0.04411
 0.04201     0.03635
 0.02774     0.02874
 0.01683     0.02149
 0.00895     0.01479
 0.00375     0.00884
 0.00088     0.00385
 0.00000     0.00000
 0.00104    -0.00387
 0.00435    -0.00885
 0.01024    -0.01459
 0.01903    -0.02075
 0.03103    -0.02700
 0.04653    -0.03299
 0.06586    -0.03839
 0.08926    -0.04286
 0.11641    -0.04634
 0.14674    -0.04885
 0.17964    -0.05042
 0.21452    -0.05110
 0.25079    -0.05090
 0.28785    -0.04988
 0.32513    -0.04805
 0.36231    -0.04551
 0.39939    -0.04239
 0.43633    -0.03884
 0.47315    -0.03499
 0.50981    -0.03098
 0.54632    -0.02696
 0.58266    -0.02305
 0.61968    -0.01936
 0.65982    -0.01584
 0.70574    -0.01249
 0.76007    -0.00926
 0.82546    -0.00612
 0.90456    -0.00304
 1.00000     0.00000
