AJSJ 6512 O
 1.00000     0.00000
 0.92943     0.01580
 0.86784     0.02929
 0.81385     0.04082
 0.76608     0.05072
 0.72315     0.05932
 0.68369     0.06697
 0.64632     0.07400
 0.60976     0.08073
 0.57350     0.08716
 0.53744     0.09316
 0.50149     0.09861
 0.46556     0.10337
 0.42954     0.10731
 0.39334     0.11030
 0.35687     0.11220
 0.32028     0.11294
 0.28392     0.11246
 0.24816     0.11072
 0.21337     0.10769
 0.17992     0.10331
 0.14817     0.09754
 0.11850     0.09034
 0.09128     0.08169
 0.06688     0.07160
 0.04566     0.06008
 0.02799     0.04714
 0.01424     0.03281
 0.00479     0.01709
 0.00000     0.00000
 0.00125    -0.00427
 0.00556    -0.01010
 0.01377    -0.01665
 0.02670    -0.02307
 0.04519    -0.02850
 0.07007    -0.03210
 0.10218    -0.03302
 0.14218    -0.03052
 0.18907    -0.02490
 0.24108    -0.01700
 0.29639    -0.00765
 0.35318     0.00232
 0.40966     0.01208
 0.46402     0.02078
 0.51448     0.02763
 0.56033     0.03233
 0.60186     0.03513
 0.63942     0.03629
 0.67336     0.03608
 0.70403     0.03477
 0.73176     0.03261
 0.75692     0.02988
 0.78040     0.02675
 0.80415     0.02325
 0.83027     0.01936
 0.86084     0.01510
 0.89792     0.01045
 0.94362     0.00542
 1.00000     0.00000
