AJSJ 2309
 1.00000     0.00000
 0.90671     0.01151
 0.83012     0.02101
 0.76726     0.02886
 0.71516     0.03542
 0.67086     0.04103
 0.63137     0.04605
 0.59374     0.05083
 0.55523     0.05567
 0.51521     0.06053
 0.47411     0.06517
 0.43237     0.06934
 0.39045     0.07280
 0.34879     0.07530
 0.30783     0.07661
 0.26803     0.07649
 0.22979     0.07491
 0.19350     0.07201
 0.15954     0.06796
 0.12829     0.06292
 0.10014     0.05707
 0.07546     0.05056
 0.05464     0.04356
 0.03781     0.03625
 0.02463     0.02889
 0.01473     0.02172
 0.00770     0.01500
 0.00316     0.00897
 0.00073     0.00389
 0.00000     0.00000
 0.00109    -0.00350
 0.00455    -0.00744
 0.01066    -0.01157
 0.01967    -0.01567
 0.03187    -0.01949
 0.04752    -0.02280
 0.06690    -0.02536
 0.09022    -0.02695
 0.11715    -0.02761
 0.14709    -0.02747
 0.17942    -0.02666
 0.21353    -0.02535
 0.24882    -0.02365
 0.28468    -0.02172
 0.32052    -0.01970
 0.35609    -0.01765
 0.39149    -0.01557
 0.42686    -0.01347
 0.46230    -0.01132
 0.49794    -0.00914
 0.53390    -0.00692
 0.57031    -0.00466
 0.60805    -0.00240
 0.64948    -0.00035
 0.69710     0.00131
 0.75345     0.00237
 0.82103     0.00263
 0.90238     0.00191
 1.00000     0.00000
